row_id,branch_id,kappa_kg_m2,technology_maturity,flow_case,m_dot_NaK_kg_s,epsilon_case,epsilon,sink_case,T_sink_K,h_case,h_W_m2K,Q_NaK_W,Twall_K,A_exchange_m2,A_rad_m2,UA_W_K,M_rad_kg,mass_margin_kg,exchange_residual_W,radiation_residual_W,condition_status,evidence_status_per_input,rejection_reasons
P95_WG_fd1p45_two__project_flow__NASA_surface_0p85__legacy_project__NASA_120_low,P95_WG_fd1p45_two,1.57,built_not_tested,project_flow,6.95,NASA_surface_0p85,0.85,legacy_project,225.0,NASA_120_low,200.0,1580132.9924937414,539.8362030850687,398.06256565055344,398.06256565055344,79612.51313011069,624.9582280713689,4025.041771928631,0.0,-1.0477378964424133e-08,not_rejected_under_necessary_conditions,built_not_tested|project_boundary|other_system_anchor|project_boundary|other_system_anchor,[]
P95_WG_fd1p45_two__project_flow__NASA_surface_0p85__legacy_project__NASA_120_high,P95_WG_fd1p45_two,1.57,built_not_tested,project_flow,6.95,NASA_surface_0p85,0.85,legacy_project,225.0,NASA_120_high,600.0,1580132.9924937414,552.4099485533318,362.04789130214436,362.04789130214436,217228.73478128662,568.4151893443667,4081.584810655633,0.0,1.979060471057892e-08,not_rejected_under_necessary_conditions,built_not_tested|project_boundary|other_system_anchor|project_boundary|other_system_anchor,[]
P95_WG_fd1p45_two__project_flow__NASA_surface_0p90__NASA_120_example__legacy_inverse,P95_WG_fd1p45_two,1.57,built_not_tested,project_flow,6.95,NASA_surface_0p90,0.9,NASA_120_example,200.0,legacy_inverse,9.755,1580132.9924937414,414.152930192638,1113.0396753330726,1113.0396753330726,10857.702032874124,1747.472290272924,2902.527709727076,0.0,-4.656612873077393e-10,not_rejected_under_necessary_conditions,built_not_tested|project_boundary|other_system_anchor|other_system_anchor|conditional_inverse,[]
P95_WG_fd1p45_two__project_flow__NASA_surface_0p90__NASA_120_example__NASA_120_low,P95_WG_fd1p45_two,1.57,built_not_tested,project_flow,6.95,NASA_surface_0p90,0.9,NASA_120_example,200.0,NASA_120_low,200.0,1580132.9924937414,538.6179478919078,375.0425054457044,375.0425054457044,75008.50108914089,588.816733549756,4061.183266450244,2.3283064365386963e-10,-5.3551048040390015e-09,not_rejected_under_necessary_conditions,built_not_tested|project_boundary|other_system_anchor|other_system_anchor|other_system_anchor,[]
P95_WG_fd1p45_two__project_flow__NASA_surface_0p90__NASA_120_example__NASA_120_high,P95_WG_fd1p45_two,1.57,built_not_tested,project_flow,6.95,NASA_surface_0p90,0.9,NASA_120_example,200.0,NASA_120_high,600.0,1580132.9924937414,551.9277843311054,339.54122730897,339.54122730897,203724.736385382,533.0797268750829,4116.920273124917,2.3283064365386963e-10,2.1420419216156006e-08,not_rejected_under_necessary_conditions,built_not_tested|project_boundary|other_system_anchor|other_system_anchor|other_system_anchor,[]
P95_WG_fd1p45_two__project_flow__NASA_surface_0p90__legacy_project__legacy_inverse,P95_WG_fd1p45_two,1.57,built_not_tested,project_flow,6.95,NASA_surface_0p90,0.9,legacy_project,225.0,legacy_inverse,9.755,1580132.9924937414,416.1699155135301,1128.6826325713844,1128.6826325713844,11010.299080733856,1772.0317331370736,2877.9682668629266,0.0,9.313225746154785e-10,not_rejected_under_necessary_conditions,built_not_tested|project_boundary|other_system_anchor|project_boundary|conditional_inverse,[]
P95_WG_fd1p45_two__project_flow__NASA_surface_0p90__legacy_project__NASA_120_low,P95_WG_fd1p45_two,1.57,built_not_tested,project_flow,6.95,NASA_surface_0p90,0.9,legacy_project,225.0,NASA_120_low,200.0,1580132.9924937414,538.8298206614115,378.852834925483,378.852834925483,75770.56698509661,594.7989508330083,4055.2010491669917,0.0,6.51925802230835e-09,not_rejected_under_necessary_conditions,built_not_tested|project_boundary|other_system_anchor|project_boundary|other_system_anchor,[]
P95_WG_fd1p45_two__project_flow__NASA_surface_0p90__legacy_project__NASA_120_high,P95_WG_fd1p45_two,1.57,built_not_tested,project_flow,6.95,NASA_surface_0p90,0.9,legacy_project,225.0,NASA_120_high,600.0,1580132.9924937414,552.0052465589806,342.9664733628856,342.9664733628856,205779.88401773135,538.4573631797305,4111.54263682027,0.0,2.3981556296348572e-08,not_rejected_under_necessary_conditions,built_not_tested|project_boundary|other_system_anchor|project_boundary|other_system_anchor,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p85__NASA_120_example__legacy_inverse,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,NASA_120_example,200.0,legacy_inverse,9.755,1622000.000053536,417.49260831144943,1169.365485651816,1169.365485651816,11407.160312533466,1835.9038124733513,2814.0961875266485,0.0,-1.862645149230957e-09,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|other_system_anchor|conditional_inverse,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p85__NASA_120_example__NASA_120_low,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,NASA_120_example,200.0,NASA_120_low,200.0,1622000.000053536,539.634708369718,404.5030692265709,404.5030692265709,80900.61384531419,635.0698186857163,4014.930181314284,2.3283064365386963e-10,1.1641532182693481e-09,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|other_system_anchor|other_system_anchor,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p85__NASA_120_example__NASA_120_high,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,NASA_120_example,200.0,NASA_120_high,600.0,1622000.000053536,552.3365774998585,367.929479129652,367.929479129652,220757.68747779122,577.6492822335537,4072.3507177664465,0.0,1.3969838619232178e-09,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|other_system_anchor|other_system_anchor,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p85__legacy_project__legacy_inverse,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,legacy_project,225.0,legacy_inverse,9.755,1622000.000053536,419.43579521383174,1185.567444880321,1185.567444880321,11565.210424807534,1861.3408884621042,2788.659111537896,0.0,-2.3283064365386963e-10,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|project_boundary|conditional_inverse,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p85__legacy_project__NASA_120_low,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,legacy_project,225.0,NASA_120_low,200.0,1622000.000053536,539.8362030850687,408.6095819615422,408.6095819615422,81721.91639230844,641.5170436796212,4008.482956320379,2.3283064365386963e-10,-1.0710209608078003e-08,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|project_boundary|other_system_anchor,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p85__legacy_project__NASA_120_high,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,legacy_project,225.0,NASA_120_high,600.0,1622000.000053536,552.4099485533318,371.64066727363564,371.64066727363564,222984.40036418138,583.475847619608,4066.524152380392,0.0,2.0489096641540527e-08,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|project_boundary|other_system_anchor,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p90__NASA_120_example__legacy_inverse,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,NASA_120_example,200.0,legacy_inverse,9.755,1622000.000053536,414.152930192638,1142.5306363615985,1142.5306363615985,11145.386357707393,1793.7730990877096,2856.22690091229,-2.3283064365386963e-10,-4.656612873077393e-10,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|other_system_anchor|conditional_inverse,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p90__NASA_120_example__NASA_120_low,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,NASA_120_example,200.0,NASA_120_low,200.0,1622000.000053536,538.6179478919078,384.9795850999676,384.9795850999676,76995.91701999352,604.4179486069492,4045.5820513930507,0.0,-5.3551048040390015e-09,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|other_system_anchor|other_system_anchor,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p90__NASA_120_example__NASA_120_high,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,NASA_120_example,200.0,NASA_120_high,600.0,1622000.000053536,551.9277843311054,348.53766950601045,348.53766950601045,209122.60170360625,547.2041411244364,4102.795858875564,-2.3283064365386963e-10,2.1886080503463745e-08,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|other_system_anchor|other_system_anchor,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p90__legacy_project__legacy_inverse,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,legacy_project,225.0,legacy_inverse,9.755,1622000.000053536,416.1699155135301,1158.588067452469,1158.588067452469,11302.026597998836,1818.9832659003764,2831.0167340996236,0.0,9.313225746154785e-10,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|project_boundary|conditional_inverse,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p90__legacy_project__NASA_120_low,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,legacy_project,225.0,NASA_120_low,200.0,1622000.000053536,538.8298206614115,388.8908725965037,388.8908725965037,77778.17451930074,610.5586699765108,4039.441330023489,0.0,6.51925802230835e-09,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|project_boundary|other_system_anchor,[]
P95_WG_fd1p45_two__energy_closure_flow__NASA_surface_0p90__legacy_project__NASA_120_high,P95_WG_fd1p45_two,1.57,built_not_tested,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,legacy_project,225.0,NASA_120_high,600.0,1622000.000053536,552.0052465589806,352.0536704540487,352.0536704540487,211232.20227242922,552.7242626128565,4097.275737387144,0.0,2.468004822731018e-08,not_rejected_under_necessary_conditions,built_not_tested|conditional|other_system_anchor|project_boundary|other_system_anchor,[]
APG_fd1p00_two__project_flow__NASA_surface_0p85__NASA_120_example__legacy_inverse,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p85,0.85,NASA_120_example,200.0,legacy_inverse,9.755,1580132.9924937414,417.49260831144943,1139.1818644271973,1139.1818644271973,11112.71908748731,1048.0473152730215,3601.9526847269785,0.0,-1.862645149230957e-09,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|other_system_anchor|conditional_inverse,[]
APG_fd1p00_two__project_flow__NASA_surface_0p85__NASA_120_example__NASA_120_low,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p85,0.85,NASA_120_example,200.0,NASA_120_low,200.0,1580132.9924937414,539.634708369718,394.06205007940076,394.06205007940076,78812.41001588016,362.5370860730487,4287.462913926951,0.0,1.1641532182693481e-09,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|other_system_anchor|other_system_anchor,[]
APG_fd1p00_two__project_flow__NASA_surface_0p85__NASA_120_example__NASA_120_high,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p85,0.85,NASA_120_example,200.0,NASA_120_high,600.0,1580132.9924937414,552.3365774998585,358.43249621739307,358.43249621739307,215059.49773043583,329.7578965200016,4320.242103479998,-2.3283064365386963e-10,9.313225746154785e-10,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|other_system_anchor|other_system_anchor,[]
APG_fd1p00_two__project_flow__NASA_surface_0p85__legacy_project__legacy_inverse,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p85,0.85,legacy_project,225.0,legacy_inverse,9.755,1580132.9924937414,419.43579521383174,1154.9656192478844,1154.9656192478844,11266.689615763113,1062.5683697080538,3587.431630291946,0.0,0.0,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|project_boundary|conditional_inverse,[]
APG_fd1p00_two__project_flow__NASA_surface_0p85__legacy_project__NASA_120_low,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p85,0.85,legacy_project,225.0,NASA_120_low,200.0,1580132.9924937414,539.8362030850687,398.06256565055344,398.06256565055344,79612.51313011069,366.2175603985092,4283.782439601491,0.0,-1.0477378964424133e-08,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|project_boundary|other_system_anchor,[]
APG_fd1p00_two__project_flow__NASA_surface_0p85__legacy_project__NASA_120_high,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p85,0.85,legacy_project,225.0,NASA_120_high,600.0,1580132.9924937414,552.4099485533318,362.04789130214436,362.04789130214436,217228.73478128662,333.0840599979728,4316.915940002027,0.0,1.979060471057892e-08,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|project_boundary|other_system_anchor,[]
APG_fd1p00_two__project_flow__NASA_surface_0p90__NASA_120_example__legacy_inverse,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p90,0.9,NASA_120_example,200.0,legacy_inverse,9.755,1580132.9924937414,414.152930192638,1113.0396753330726,1113.0396753330726,10857.702032874124,1023.9965013064269,3626.003498693573,0.0,-4.656612873077393e-10,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|other_system_anchor|conditional_inverse,[]
APG_fd1p00_two__project_flow__NASA_surface_0p90__NASA_120_example__NASA_120_low,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p90,0.9,NASA_120_example,200.0,NASA_120_low,200.0,1580132.9924937414,538.6179478919078,375.0425054457044,375.0425054457044,75008.50108914089,345.0391050100481,4304.960894989952,2.3283064365386963e-10,-5.3551048040390015e-09,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|other_system_anchor|other_system_anchor,[]
APG_fd1p00_two__project_flow__NASA_surface_0p90__NASA_120_example__NASA_120_high,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p90,0.9,NASA_120_example,200.0,NASA_120_high,600.0,1580132.9924937414,551.9277843311054,339.54122730897,339.54122730897,203724.736385382,312.37792912425243,4337.622070875747,2.3283064365386963e-10,2.1420419216156006e-08,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|other_system_anchor|other_system_anchor,[]
APG_fd1p00_two__project_flow__NASA_surface_0p90__legacy_project__legacy_inverse,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p90,0.9,legacy_project,225.0,legacy_inverse,9.755,1580132.9924937414,416.1699155135301,1128.6826325713844,1128.6826325713844,11010.299080733856,1038.3880219656737,3611.611978034326,0.0,9.313225746154785e-10,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|project_boundary|conditional_inverse,[]
APG_fd1p00_two__project_flow__NASA_surface_0p90__legacy_project__NASA_120_low,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p90,0.9,legacy_project,225.0,NASA_120_low,200.0,1580132.9924937414,538.8298206614115,378.852834925483,378.852834925483,75770.56698509661,348.5446081314444,4301.455391868556,0.0,6.51925802230835e-09,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|project_boundary|other_system_anchor,[]
APG_fd1p00_two__project_flow__NASA_surface_0p90__legacy_project__NASA_120_high,APG_fd1p00_two,0.92,projected,project_flow,6.95,NASA_surface_0p90,0.9,legacy_project,225.0,NASA_120_high,600.0,1580132.9924937414,552.0052465589806,342.9664733628856,342.9664733628856,205779.88401773135,315.5291554938548,4334.470844506145,0.0,2.3981556296348572e-08,not_rejected_under_necessary_conditions,projected|project_boundary|other_system_anchor|project_boundary|other_system_anchor,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p85__NASA_120_example__legacy_inverse,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,NASA_120_example,200.0,legacy_inverse,9.755,1622000.000053536,417.49260831144943,1169.365485651816,1169.365485651816,11407.160312533466,1075.8162467996708,3574.183753200329,0.0,-1.862645149230957e-09,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|other_system_anchor|conditional_inverse,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p85__NASA_120_example__NASA_120_low,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,NASA_120_example,200.0,NASA_120_low,200.0,1622000.000053536,539.634708369718,404.5030692265709,404.5030692265709,80900.61384531419,372.1428236884453,4277.857176311555,2.3283064365386963e-10,1.1641532182693481e-09,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|other_system_anchor|other_system_anchor,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p85__NASA_120_example__NASA_120_high,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,NASA_120_example,200.0,NASA_120_high,600.0,1622000.000053536,552.3365774998585,367.929479129652,367.929479129652,220757.68747779122,338.49512079927985,4311.50487920072,0.0,1.3969838619232178e-09,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|other_system_anchor|other_system_anchor,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p85__legacy_project__legacy_inverse,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,legacy_project,225.0,legacy_inverse,9.755,1622000.000053536,419.43579521383174,1185.567444880321,1185.567444880321,11565.210424807534,1090.7220492898955,3559.2779507101045,0.0,-2.3283064365386963e-10,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|project_boundary|conditional_inverse,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p85__legacy_project__NASA_120_low,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,legacy_project,225.0,NASA_120_low,200.0,1622000.000053536,539.8362030850687,408.6095819615422,408.6095819615422,81721.91639230844,375.9208154046188,4274.079184595381,2.3283064365386963e-10,-1.0710209608078003e-08,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|project_boundary|other_system_anchor,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p85__legacy_project__NASA_120_high,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p85,0.85,legacy_project,225.0,NASA_120_high,600.0,1622000.000053536,552.4099485533318,371.64066727363564,371.64066727363564,222984.40036418138,341.9094138917448,4308.090586108256,0.0,2.0489096641540527e-08,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|project_boundary|other_system_anchor,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p90__NASA_120_example__legacy_inverse,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,NASA_120_example,200.0,legacy_inverse,9.755,1622000.000053536,414.152930192638,1142.5306363615985,1142.5306363615985,11145.386357707393,1051.1281854526706,3598.8718145473294,-2.3283064365386963e-10,-4.656612873077393e-10,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|other_system_anchor|conditional_inverse,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p90__NASA_120_example__NASA_120_low,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,NASA_120_example,200.0,NASA_120_low,200.0,1622000.000053536,538.6179478919078,384.9795850999676,384.9795850999676,76995.91701999352,354.1812182919702,4295.81878170803,0.0,-5.3551048040390015e-09,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|other_system_anchor|other_system_anchor,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p90__NASA_120_example__NASA_120_high,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,NASA_120_example,200.0,NASA_120_high,600.0,1622000.000053536,551.9277843311054,348.53766950601045,348.53766950601045,209122.60170360625,320.6546559455296,4329.345344054471,-2.3283064365386963e-10,2.1886080503463745e-08,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|other_system_anchor|other_system_anchor,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p90__legacy_project__legacy_inverse,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,legacy_project,225.0,legacy_inverse,9.755,1622000.000053536,416.1699155135301,1158.588067452469,1158.588067452469,11302.026597998836,1065.9010220562716,3584.0989779437286,0.0,9.313225746154785e-10,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|project_boundary|conditional_inverse,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p90__legacy_project__NASA_120_low,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,legacy_project,225.0,NASA_120_low,200.0,1622000.000053536,538.8298206614115,388.8908725965037,388.8908725965037,77778.17451930074,357.7796027887834,4292.220397211217,0.0,6.51925802230835e-09,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|project_boundary|other_system_anchor,[]
APG_fd1p00_two__energy_closure_flow__NASA_surface_0p90__legacy_project__NASA_120_high,APG_fd1p00_two,0.92,projected,energy_closure_flow,7.134146337,NASA_surface_0p90,0.9,legacy_project,225.0,NASA_120_high,600.0,1622000.000053536,552.0052465589806,352.0536704540487,352.0536704540487,211232.20227242922,323.88937681772484,4326.110623182275,0.0,2.468004822731018e-08,not_rejected_under_necessary_conditions,projected|conditional|other_system_anchor|project_boundary|other_system_anchor,[]
