0,1220910.84293255
0.196449188375032,1220910.85188007
0.392898376750064,1220910.85063046
0.589347565125096,1220910.85066992
2.55383944887542,1220910.85123837
4.51833133262574,1220910.85176503
6.48282321637606,1220910.85223711
26.1277420538793,1220910.85427024
45.7726608913825,1220910.85511053
65.4175797288857,1220910.85563283
280,1220910.8785358
494.582420271114,1220910.89508201
560,1220910.89103839
625.417579728886,1220910.89065674
690.835159457771,1220910.89186389
756.252739186657,1220910.89277079
840,1220910.89236457
923.747260813343,1220910.89312797
1007.49452162669,1220910.89375157
1091.24178244003,1220910.89425841
1120,1220910.89256366
1148.75821755997,1220910.89248593
1177.51643511994,1220910.89262027
1206.27465267991,1220910.89273346
1400,1220910.89139497
1593.72534732009,1220910.89144423
1680,1220910.88962716
1766.27465267991,1220910.88944431
1852.54930535983,1220910.88948443
1938.82395803974,1220910.88949546
1960,1220910.88750157
1981.17604196026,1220910.88729411
2002.35208392051,1220910.88729397
2023.52812588077,1220910.88728449
2240,1220910.88514079
2456.47187411923,1220910.88476154
2520,1220910.8826139
2583.52812588077,1220910.88231892
2647.05625176154,1220910.88228122
2710.58437764232,1220910.88222722
2800,1220910.87994449
2889.41562235768,1220910.87960074
2978.83124471537,1220910.87953977
3068.24686707305,1220910.87946559
3080,1220910.87716197
3091.75313292695,1220910.8769322
3103.5062658539,1220910.87691916
3115.25939878085,1220910.87689787
3232.79072805035,1220910.87676443
3360,1220910.87427455
3487.20927194965,1220910.87385569
3614.4185438993,1220910.87376143
3640,1220910.87127951
3665.5814561007,1220910.87099286
3691.1629122014,1220910.87097032
3716.7443683021,1220910.87093573
3920,1220910.8681806
4123.2556316979,1220910.86764642
4200,1220910.86496714
4276.7443683021,1220910.86456705
4353.4887366042,1220910.86449506
4430.2331049063,1220910.86440662
4480,1220910.86162366
4529.7668950937,1220910.86125369
4579.5337901874,1220910.8612064
4629.3006852811,1220910.86114024
4760,1220910.85816826
4890.6993147189,1220910.85766189
5021.3986294378,1220910.85754516
5040,1220910.85459866
5058.6013705622,1220910.85427815
5077.20274112439,1220910.85425618
5095.80411168659,1220910.85422257
5281.81781730856,1220910.85397881
5320,1220910.85090302
5358.18218269144,1220910.85051692
5396.36436538287,1220910.85047637
5434.54654807431,1220910.85041677
5600,1220910.84707051
5765.45345192569,1220910.84645888
5880,1220910.84310722
5994.54654807431,1220910.84254964
6109.09309614862,1220910.84242525
6160,1220910.8389962
6210.90690385138,1220910.83853772
6261.81380770276,1220910.83847774
6312.72071155414,1220910.83839441
6440,1220910.83473632
6567.27928844586,1220910.83411736
6694.55857689172,1220910.83397586
6720,1220910.83033565
6745.44142310828,1220910.8299152
6770.88284621657,1220910.82988179
6796.32426932485,1220910.82983081
7000,1220910.82578705
7203.67573067515,1220910.82500139
7280,1220910.82107229
7356.32426932485,1220910.82048606
7432.64853864971,1220910.82038068
7508.97280797456,1220910.82025113
7560,1220910.81616765
7611.02719202544,1220910.81562157
7662.05438405088,1220910.8155503
7713.08157607631,1220910.81545126
7840,1220910.81109901
7966.91842392369,1220910.81036359
8093.83684784737,1220910.81019594
8120,1220910.80586259
8146.16315215263,1220910.8053594
8172.32630430526,1220910.80531883
8198.48945645789,1220910.80525693
8400,1220910.80044908
8601.51054354211,1220910.7995181
8680,1220910.79483815
8758.48945645789,1220910.79413489
8836.97891291577,1220910.79400631
8915.46836937366,1220910.79384961
8960,1220910.78900207
9004.53163062634,1220910.78837329
9049.06326125268,1220910.78829943
9093.59489187902,1220910.78819364
9240,1220910.7829739
9386.40510812098,1220910.78205448
9520,1220910.77674524
9653.59489187902,1220910.77582372
9800,1220910.77029429
9946.40510812098,1220910.76930767
10080,1220910.76361146
10213.594891879,1220910.76262054
10360,1220910.75669015
10506.405108121,1220910.75563078
10640,1220910.74952277
10773.594891879,1220910.74845962
10920,1220910.74210102
11066.405108121,1220910.74096481
11200,1220910.73441612
11333.594891879,1220910.7332761
11480,1220910.72645887
11626.405108121,1220910.72524062
11760,1220910.71821969
11893.594891879,1220910.71699741
12040,1220910.70968862
12186.405108121,1220910.7083825
12320,1220910.70085534
12453.594891879,1220910.69954492
12600,1220910.69170916
12746.405108121,1220910.69030886
12880,1220910.68223899
13013.594891879,1220910.68083408
13160,1220910.67243336
13306.405108121,1220910.6709321
13440,1220910.66228039
13573.594891879,1220910.66077419
13720,1220910.65176778
13866.405108121,1220910.65015828
14000,1220910.64088278
